1	400.992
2	431.585
3	432.029
4	456.471
5	459.009
6	481.058
7	484.967
8	522.961
9	516.3
10	561.189
11	578.687
12	644.249
13	646.33
14	688.536
15	705.884
16	776.536
17	875.271
18	888.363
19	959.469
20	974.788
21	1045.73
22	1051.35
23	1168.67
24	1142.99
25	1241.71
26	1225.35
27	1305
28	1324.54
29	1404.19
30	1403.2
